ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
712,53,21084.860908448303,0.17158532454313152,1,470,9988,1565,11083
713,28,20888.74647168303,0.07314160931075223,0,11,0,0,-11
714,47,33456.60111348804,0.02270644120156756,1,264,6523,1458,7717
715,40,22353.090605742313,0.2662011710173549,0,55,0,0,-55
716,31,27840.802529401346,0.03634197619688258,1,370,5965,1708,7303
717,35,20551.408296781476,0.4990466476898583,0,44,0,0,-44
718,50,21938.111205035035,0.04219907571571497,1,515,5901,1597,6983
719,57,21369.44725082393,0.18334948563172537,0,34,0,0,-34
720,71,43811.0374503753,0.07595302001672972,1,775,6084,2105,7414
721,54,22956.197815912783,0.049144276464334606,1,487,6209,1477,7199
722,30,20188.75018106502,0.40134485530617386,1,991,6782,1674,7465
723,50,30415.716841448902,0.14691468888963538,1,675,11476,1474,12275
724,19,27862.613337199327,0.08808750893132777,1,6,6350,1572,7916
725,31,23589.852850222345,0.10336030655130081,0,24,0,0,-24
726,19,20255.438149048838,0.19432269586758696,1,378,17176,1766,18564
727,60,37331.94729193565,0.07152034310483897,1,549,15254,2347,17052
728,47,23727.787895370595,0.25663721295731373,0,79,0,0,-79
729,60,23440.77961363446,0.06352045083228168,1,100,8270,2574,10744
730,41,22681.152568274058,0.026572708261674256,1,311,5349,3160,8198
731,54,28525.077832293304,0.05132019250552802,0,156,0,0,-156
732,38,30963.816432508655,0.0037580102873300586,1,810,9159,2426,10775
733,31,29382.01600300677,0.42736246286210217,0,59,0,0,-59
734,38,44107.53363475044,0.17746346177102898,1,87,13772,1900,15585
735,24,58195.91453792035,0.1522115259341552,1,251,14592,1662,16003
736,19,30343.26871849083,0.023590026393750733,1,300,16670,5317,21687
737,65,28609.237157941094,0.4353343906856077,0,80,0,0,-80
738,64,37288.458855928504,0.44988565591010843,0,91,0,0,-91
739,24,39801.69149279122,0.11919556683515461,1,303,6100,1541,7338
740,34,23024.0870691827,0.26634447411428924,1,385,7263,2083,8961
741,39,42796.40371601339,0.171977457108471,0,41,0,0,-41
742,53,21313.161771609848,0.15243337779288244,1,599,8682,1738,9821
743,42,29049.409142553024,0.15764805646979985,1,474,5690,1840,7056
744,39,23997.38465378081,0.038726333959322776,0,262,0,0,-262
745,31,25582.850007154935,0.19469809947733185,0,24,0,0,-24
746,42,49599.76174008338,0.07664290193520328,1,210,14146,2179,16115
747,37,20260.37144319602,0.06764656906841786,0,34,0,0,-34
748,72,21193.347770781136,0.18464175350239304,0,140,0,0,-140
749,46,23429.58623864297,0.033313262612928746,1,241,7788,1573,9120
750,48,35901.99061198747,0.003210135499427054,1,404,5468,3633,8697
751,53,21124.62692932637,0.0830511668103365,1,1356,9872,1684,10200
752,34,20538.396852153208,0.09838488225684579,1,1008,10170,1969,11131
753,30,26423.497643205334,0.10998938308638037,1,2165,5544,1768,5147
754,60,25526.83595495003,0.040268355262342896,1,925,11951,1651,12677
755,56,27556.283495962307,0.06244563207092835,1,1000,10135,2265,11400
756,48,24087.891961257475,0.01768997640299072,1,153,6389,1587,7823
757,36,28839.856522963393,0.023647068137831625,1,191,8905,1900,10614
758,40,41625.46080098663,0.11245605586572749,1,347,5935,1501,7089
759,20,38884.72494614215,0.08300779474151955,1,357,5877,1462,6982
760,19,21909.403455492295,0.016656458923650617,0,26,0,0,-26
761,61,22745.122080414727,0.44681554032180565,0,102,0,0,-102
762,22,29048.904352908503,0.03581434176021324,1,845,8409,2224,9788
763,21,26246.5126320017,0.024860251164834746,0,171,0,0,-171
764,29,21833.18923580233,0.2221254168068139,0,8,0,0,-8
765,36,22497.94748719062,0.08710484009107125,1,416,28793,1450,29827
766,29,38926.429971811,0.0239063900749676,1,168,8158,1575,9565
767,23,23181.81832766453,0.17849590746800642,0,55,0,0,-55
768,46,35403.32189548566,0.13977672783502404,0,60,0,0,-60
769,47,20745.738339640822,0.16144314077227223,1,433,7015,1516,8098
770,27,27980.652324373306,0.29456570327505277,0,103,0,0,-103
771,65,22854.973219467836,0.20565536108999133,0,132,0,0,-132
772,22,20630.306209970713,0.3588106926179554,1,280,9135,1848,10703
773,37,35208.94926763016,0.07785325898028189,1,381,9896,2754,12269
774,29,30627.856748542217,0.01395312199615599,1,394,7040,1601,8247
775,53,21343.256570960206,0.15693367547597892,0,43,0,0,-43
776,40,39274.27923140636,0.31865202021010786,0,3,0,0,-3
777,52,23168.197049277405,0.28942503608950576,1,757,12151,3240,14634
778,50,39194.87816143735,0.07041459057019064,1,1045,13617,1964,14536
779,69,22385.8626938537,0.2724974332632553,1,480,6360,1855,7735
780,41,23466.946453490047,0.04893493753688182,1,57,8497,2614,11054
781,28,22706.312836114434,0.06202514124564986,1,1053,7549,1551,8047
782,18,21037.95836382914,0.25190707243409616,1,543,9054,2025,10536
783,26,23800.04904016149,0.16791171748534534,1,1013,8926,1541,9454
784,55,59937.0963012559,0.06083309381893639,1,320,5733,1731,7144
785,66,26392.196802333223,0.20380324491779442,1,319,12947,1618,14246
786,68,41153.6168290717,0.03560358011612776,1,520,6455,1862,7797
787,21,21137.128397200013,0.49530000172101923,0,13,0,0,-13
788,40,22651.982730865333,0.07604138645067787,1,262,5244,1523,6505
789,19,74612.52033152946,0.16821087813815622,0,44,0,0,-44
790,62,22360.17253758024,0.03283053187909175,0,28,0,0,-28
791,69,21634.32355043622,0.3043130571057755,1,1694,5812,3414,7532
792,23,29282.079497248127,0.21900158219613383,1,165,11351,1692,12878
793,42,26936.075760264648,0.21858831716307794,1,629,6629,1502,7502
794,75,43044.9780222106,0.07202135500267502,1,1312,12785,1595,13068
795,48,31082.931736713468,0.04451330610397543,0,47,0,0,-47
796,53,32764.22348396665,0.14542859951233814,1,758,10105,1820,11167
797,53,30196.9415205861,0.017415467698606392,1,313,10121,2226,12034
798,25,23830.387068629847,0.3307668803025777,0,81,0,0,-81
799,30,25338.683880728262,0.03994453729249976,1,632,5535,1679,6582
800,34,26375.06989053374,0.054628703325267355,1,302,8534,2304,10536
801,27,54533.04359078303,0.10936067110796592,1,913,6594,1785,7466
802,19,22583.981521225003,0.07813812064704255,1,340,5582,1477,6719
803,51,28179.404617277363,0.030322787078252027,1,75,9173,1583,10681
804,18,22580.177943159084,0.07903773117806866,1,508,5868,1649,7009
805,60,27351.91256313958,0.026699641664149072,1,51,8415,1494,9858
806,41,21307.49386744242,0.07430115279379844,0,59,0,0,-59
807,70,25751.654945000828,0.1457966446134972,1,256,10262,1511,11517
808,18,20932.06762718455,0.03185825160566345,1,127,5358,1444,6675
809,39,42142.11118508353,0.1082297294955778,1,225,6999,1962,8736
810,50,24696.319623731943,0.2307835310790129,0,39,0,0,-39
811,22,21875.842244146916,0.0567527413347895,1,877,8175,2586,9884
812,27,27165.670968234255,0.12230472475646291,0,16,0,0,-16
813,43,25090.534676350624,0.05517636991840024,1,232,48018,1683,49469
814,68,34702.77345918964,0.017186760991247194,1,515,5368,1539,6392
815,35,20094.99444320151,0.21524566090261257,1,491,7432,1718,8659
816,28,25419.60255018711,0.15874378320216842,1,293,9004,1458,10169
817,18,24875.464378900604,0.033809245178259374,0,54,0,0,-54
818,22,21902.81924486151,0.02606214498263707,1,223,12663,2063,14503
819,18,36047.804357336616,0.005219984226836354,1,307,8736,1471,9900
820,34,20577.410648726487,0.21356009073862345,1,169,8611,1698,10140
821,41,53950.114729278845,0.1860476791916985,1,750,11480,1656,12386
822,19,76754.59164791384,0.18854630327762661,0,28,0,0,-28
823,23,21228.12183501911,0.0024804920648061994,1,83,5511,1592,7020
824,69,162753.0726463137,0.47569194526167813,1,340,11560,1647,12867
825,39,20247.381335519258,0.045921132203278786,1,696,5278,1557,6139
826,69,33131.12339805322,0.05860025460448131,1,287,5307,1659,6679
827,34,36393.94897062032,0.318448947198942,1,189,6430,1455,7696
828,67,20452.217874893715,0.001560805913848556,1,462,11185,2000,12723
829,47,20084.65974756396,0.03811475089335513,1,443,5830,2566,7953
830,31,25940.08752708822,0.0524281439196699,1,519,5453,1856,6790
831,27,34677.67127470915,0.06298204315197732,1,1138,15007,1892,15761
832,18,23799.880249612437,0.02749626504947572,0,145,0,0,-145
833,74,20497.50771568873,0.13417117141487653,1,1138,5856,1479,6197
834,75,20540.118732654835,0.2088029351529306,0,25,0,0,-25
835,75,46907.071956356,0.08476921106930092,1,722,6510,1775,7563
836,24,22786.038656578676,0.05461800418004503,1,143,5736,1561,7154
837,56,40202.64875022768,0.03391501993937337,0,23,0,0,-23
838,44,29558.11322546874,0.04113157838930413,1,337,32663,1574,33900
839,22,35908.02045160415,0.0017059647166796025,1,791,6511,1612,7332
840,23,31898.10826301917,0.0140028681574836,1,370,11550,1835,13015
841,37,29835.27269636905,0.5498429164926267,1,284,8633,2436,10785
842,63,32856.29099657541,0.028022083537494996,1,815,6535,2650,8370
843,18,28335.56147160691,0.060160124329226426,0,9,0,0,-9
844,72,23127.948240893773,0.04776248890063393,1,1370,12041,1929,12600
845,27,151305.96617685875,0.07143491810035309,0,20,0,0,-20
846,54,20269.615457478096,0.015383153065036693,1,697,5242,1640,6185
847,45,23613.27318083314,0.13963466765359825,1,2575,7318,1715,6458
848,19,21887.519052066607,0.07648696395599977,1,838,5315,1683,6160
849,39,23128.55686785942,0.31939682994341384,1,204,6245,2318,8359
850,21,38882.53228985412,0.010785512438759996,1,483,14341,1556,15414
851,18,20717.701801683284,0.061810046262509355,1,266,7610,1806,9150
852,53,21810.705998943242,0.0046234067194308014,1,586,66719,1594,67727
853,62,30661.071684275194,0.16816282324425672,1,1485,8380,1816,8711
854,64,20857.37792223801,0.16796239654858325,1,1572,5286,1659,5373
855,75,41198.78808898049,0.13988442274104745,0,50,0,0,-50
856,23,35367.63442411581,0.03909919960478159,1,52,9105,1624,10677
857,34,25787.463542525617,0.3635282720898479,1,148,6584,1757,8193
858,28,22691.121664488564,0.4578782988191649,1,516,17139,1649,18272
859,35,29735.17094183677,0.24877292181459412,1,115,5593,1657,7135
860,26,24889.403008608766,0.04030052682811636,1,169,6241,2323,8395
861,44,21420.294975010824,0.06700933832294001,0,67,0,0,-67
862,39,69280.30000570275,0.21877400587220217,1,664,5955,1730,7021
863,23,20271.500519480975,0.14232477502249993,1,231,10099,1501,11369
864,30,20169.002339454197,0.11394595397777742,1,26,24244,1611,25829
865,25,26173.648867174474,0.27220714530115725,1,987,5985,4949,9947
866,69,58636.288262868315,0.08366772157165608,1,326,7007,1489,8170
867,38,25517.83363046658,0.07517055195613993,1,1107,5781,2271,6945
868,46,24113.58787120951,0.11678017191791576,1,623,15024,3319,17720
869,20,39239.3557102867,0.03636846203865453,1,80,7477,2156,9553
870,67,23717.642166316607,0.2759671543785219,1,424,8827,1761,10164
871,25,26342.282369157063,0.0037123135328335963,0,8,0,0,-8
872,47,20395.64133217154,0.1615669332996594,1,596,21304,1912,22620
873,53,29138.138838731495,0.2494350273139967,1,539,7820,5809,13090
874,19,23328.379372687963,0.002005587422176187,1,422,5479,5304,10361
875,62,30852.194118539264,0.21305358186657464,1,541,6031,2021,7511
876,30,25297.509175760937,0.08847199317515808,1,1410,6002,1475,6067
877,21,21213.17613913284,0.03774945654032246,1,51,6757,5582,12288
878,70,24358.656488285153,0.12833121690211674,1,866,9996,1528,10658
879,40,30647.99596814948,0.17622131066028074,1,1837,9890,1771,9824
880,18,25036.53447689814,0.015938675373012922,1,1085,7679,1520,8114
881,68,21854.47539674353,0.06669107647459986,1,578,19887,1479,20788
882,32,44666.82941211336,0.11057688104657626,1,43,8093,1467,9517
883,21,22588.570451583342,0.036753168269696525,0,18,0,0,-18
884,26,30506.49189710859,0.0249936772932784,1,119,5746,1927,7554
885,29,28111.396342897307,0.26637176138120516,1,508,6487,1723,7702
886,39,81063.88960935455,0.08448155173604388,1,792,5444,2892,7544
887,37,20298.857115373365,0.09978026103666032,1,98,10599,2597,13098
888,59,42029.789028534826,0.6201154893606907,1,435,5390,1541,6496
889,18,31601.228027977493,0.1062862375645259,1,1835,9931,1848,9944
890,26,25927.93081584723,0.03843947939997626,1,109,5763,2989,8643
891,56,48260.24361448626,0.04631585477254563,1,167,53934,3340,57107
892,24,22936.658908411875,0.031888479221012435,1,72,23373,1886,25187
893,35,23515.33504625684,0.06766888794527189,1,1706,5857,2036,6187
894,23,33412.20129841201,0.0013811391356204539,1,733,8896,3305,11468
895,20,22111.41406765769,0.001732001332259083,1,656,6552,1554,7450
896,24,20473.14267103733,0.20093175487461185,0,9,0,0,-9
897,24,42586.73883624762,0.1807346763969034,0,67,0,0,-67
898,37,28312.26242028365,0.05927132539141352,1,206,5688,1444,6926
899,20,22444.79719967749,0.09152609292750075,1,405,8215,1499,9309
900,20,23102.44172269053,0.055390350588045256,1,368,8782,1741,10155
901,36,42794.874447581606,0.02874967601976151,1,220,6274,2511,8565
902,54,35163.89134143981,0.09424325017018222,0,102,0,0,-102
903,58,23076.168433290983,0.0051310528480239415,1,340,9756,1532,10948
904,37,31168.67169798861,0.14772513356138017,1,331,10099,1590,11358
905,19,46189.04238742233,0.009030116968439734,0,35,0,0,-35
906,20,20772.642509639823,0.3249587489521209,1,469,12075,3221,14827
907,22,22184.703040805558,0.11966395786502118,1,417,14604,4036,18223
908,29,29175.056546990043,0.09647843117241228,1,162,18413,3848,22099
909,53,20381.59563159196,0.04535151498144987,1,141,7112,1530,8501
910,19,24185.637599212456,0.1365100926278382,1,124,7697,6802,14375
911,44,24104.86213009972,0.03956646406706462,1,864,6631,1567,7334
912,39,30922.830818358132,0.03266428991749736,1,533,5425,1696,6588
913,59,26066.6364897121,0.13644505432985712,1,103,6463,1440,7800
914,22,32561.071830687335,0.10836058928643708,1,787,5330,3094,7637
915,31,67262.77633436813,0.04362737807060069,1,1304,6239,1616,6551
916,18,23523.728114106532,0.003816706566339812,0,32,0,0,-32
917,20,104235.0578184654,0.33097816495782273,1,691,21920,1612,22841
918,27,21346.344195034788,0.04781771297788825,1,17,30239,1459,31681
919,56,54664.47100406033,0.008737493791018238,1,458,9538,1602,10682
920,46,26607.367696520443,0.05351498615388097,1,97,8301,1787,9991
921,44,20038.90697816174,0.09014895359786329,0,26,0,0,-26
922,28,23629.541805136385,0.03246545125876348,0,13,0,0,-13
923,36,26942.4910717256,0.07265486682741944,1,34,6733,1524,8223
924,33,26025.8383558509,0.4279935674507582,0,77,0,0,-77
925,47,87906.8546235402,0.01382800371501852,1,147,5281,1457,6591
926,22,27131.079402359723,0.1545338323041911,0,27,0,0,-27
927,23,25438.059763666843,0.02589525357750548,1,1933,5544,2162,5773
928,61,22426.22345879415,0.05015564458357965,1,229,7066,1523,8360
929,71,32720.554468093087,0.28027244461127826,0,42,0,0,-42
930,30,20725.82401277863,0.29372641064977273,1,473,5491,4032,9050
931,58,43271.19911192054,0.04812348211757995,1,1112,7168,1903,7959
932,41,32694.443120221822,0.0014909631879439192,1,734,13389,5804,18459
933,70,26225.80591983776,0.3133559080727296,1,191,16861,1590,18260
934,71,41322.77589702924,0.2202205446102603,0,89,0,0,-89
935,30,21374.459060058158,0.13276782708547333,0,0,0,0,0
936,45,27454.418046869425,0.25551792735586654,0,8,0,0,-8
937,27,24907.43950431561,0.12642804808113467,1,960,10435,2259,11734
938,45,20492.053210229307,0.2025108662066576,0,6,0,0,-6
939,55,21937.65467742281,0.18338134953936888,1,449,11818,1585,12954
940,26,24599.65727170445,0.2123147872114156,1,436,13221,2163,14948
941,51,21025.41480261725,0.2848750812195541,1,303,5943,1667,7307
942,72,21529.62114202878,0.47880664261734723,0,14,0,0,-14
943,19,31077.84446610625,0.27497313775630194,1,179,5281,1792,6894
944,21,24943.92919644604,0.02054775382105882,1,564,9438,2693,11567
945,22,23424.411491668478,0.15238814602423056,1,203,20257,1830,21884
946,30,20561.962161761232,0.12902393557331035,1,68,7269,2088,9289
947,30,64315.61066071641,0.22875613085407026,1,1126,5919,1951,6744
948,74,35534.080459326775,0.28780750419786333,1,224,11148,1703,12627
949,39,22851.836050415703,0.0809496785835503,1,556,5718,1573,6735
950,24,22581.407501999205,0.0336266888148905,1,333,5780,1469,6916
951,47,24739.83906065395,0.10895675216540252,1,322,5654,2557,7889
952,30,25238.32654409599,0.22647807043200358,0,139,0,0,-139
953,38,33463.45932172643,0.021684169764228045,1,1090,5599,1654,6163
954,40,32416.123964006907,0.031501308892645276,0,11,0,0,-11
955,34,52273.28625026679,0.029018439802224696,0,19,0,0,-19
956,25,20857.89492894055,0.18107156532212731,1,654,5737,1579,6662
957,18,42306.54686295452,0.15017972797136364,0,18,0,0,-18
958,55,37489.20132176319,0.40702575517825357,0,51,0,0,-51
959,23,27583.391306569665,0.019794753706634634,1,480,13267,1707,14494
960,26,23676.335542814813,0.07139921070431049,1,538,12404,1998,13864
961,36,24254.78177241615,0.2563776548587631,0,41,0,0,-41
962,30,22079.697236339747,0.10232635871999414,1,373,6701,1494,7822
963,51,22786.333799858116,0.2573185407001761,1,3674,6017,1469,3812
964,28,20430.13174379324,0.18443002922848556,1,774,5920,2017,7163
965,46,22452.616114683988,0.05059804691186699,1,362,6247,2397,8282
966,75,41149.46008130599,0.08426436217303564,1,696,6007,1636,6947
967,37,50992.24447337436,0.008259371432815401,1,1645,7630,2142,8127
968,36,48118.023317674226,0.4003619417873617,1,627,8657,3998,12028
969,25,21279.412008185114,0.012586521775943896,1,832,94362,1746,95276
970,35,118483.04475894966,0.16213019022041553,0,232,0,0,-232
971,74,23555.217305088805,0.13501290662327442,1,373,6724,4794,11145
972,24,27458.254125299445,0.15466535898432976,1,63,8802,3393,12132
973,20,21785.11799710725,0.09673488583360959,1,103,5782,1591,7270
974,30,24896.09343976709,0.01938844738809305,1,34,5365,1625,6956
975,18,23707.925504633396,0.02146632938737739,1,112,18038,2512,20438
976,20,21642.399943872464,0.007188144767996155,1,473,6208,2687,8422
977,50,22681.67433644445,0.37416528933678117,0,48,0,0,-48
978,22,27641.254402123126,0.1777421703977868,0,40,0,0,-40
979,20,23980.875078184185,0.3751178297212676,1,63,8232,2003,10172
980,22,25094.949729922057,0.11330256341382726,0,54,0,0,-54
981,24,22610.49549979258,0.18901272514587683,0,3,0,0,-3
982,23,20802.023361485724,0.3327512073484718,0,8,0,0,-8
983,23,21221.37307402452,0.07191938403416387,0,29,0,0,-29
984,23,31900.009756669522,0.2275770206874623,0,75,0,0,-75
985,57,22948.24726483805,0.1181085290272284,0,9,0,0,-9
986,38,30060.575937042726,0.23939092159311468,0,11,0,0,-11
987,24,21513.713076973352,0.3454443881244482,0,24,0,0,-24
988,24,27343.42850618077,0.01761230976826956,0,35,0,0,-35
989,54,20775.940683247463,0.11713276123549249,1,446,7532,2289,9375
990,49,22528.29473611739,0.07816052783132288,1,307,6363,2601,8657
991,20,21524.29770885747,0.02495057102707431,1,312,7418,2181,9287
992,68,25430.486364204884,0.2361016013997417,1,107,6191,2571,8655
993,22,20427.34989288206,0.023108275371054466,0,8,0,0,-8
994,25,34397.560064720325,0.05187815245059993,0,47,0,0,-47
995,71,21224.680174475816,0.008845966606404767,1,95,5796,2049,7750
996,48,20959.21144525544,0.52831921175609,0,66,0,0,-66
997,42,21404.977349826062,0.5577227790973014,0,43,0,0,-43
998,61,20582.420083981622,0.00925486634959954,1,466,7761,1629,8924
999,44,22414.78502771334,0.05602042417245126,1,190,6459,1541,7810
1000,31,20243.81096555331,0.4386420962395829,0,93,0,0,-93
1001,19,21584.89934456111,0.10511533211407087,1,419,6457,2035,8073
1002,18,41658.879159841985,0.061123072091002595,0,44,0,0,-44
1003,51,36570.66701617926,0.03422121120353762,1,629,7110,1965,8446
1004,34,24951.760570750615,0.41865986831521423,1,320,6868,1473,8021
1005,34,26481.584700761046,0.1885820946802806,1,51,6251,3962,10162
1006,37,56099.10432096943,0.1742558522362327,1,146,8437,1736,10027
1007,22,24080.012997401194,0.20770452600500405,1,207,14736,3528,18057
1008,37,22745.591999158918,0.052649831297392355,0,112,0,0,-112
1009,18,27097.338629671238,0.07108488910794598,1,934,7711,3092,9869
1010,25,23962.11179784398,0.4426436490734504,1,962,6674,1464,7176
1011,67,20441.1585684973,0.2467886622718526,0,5,0,0,-5
1012,63,30242.594799606028,0.014390648869209429,1,229,5886,2303,7960
1013,42,20989.04920434314,0.08813143354876002,1,937,5955,2149,7167
1014,25,52350.649628694955,0.40393316400750756,0,24,0,0,-24
1015,22,20447.76705990272,0.04486146054073701,1,468,23653,3458,26643
1016,29,20163.659429957872,0.08969129188698191,1,465,5827,1892,7254
1017,18,23828.07136942726,0.08416984417302678,1,1990,5615,1555,5180
1018,19,26406.300706547707,0.047307003040428376,0,18,0,0,-18
1019,34,24756.909790719215,0.33653471003228336,1,54,7357,1956,9259
1020,39,20528.50952184965,0.07388103021224632,1,512,5515,1928,6931
1021,28,20964.426314749657,0.16796579511380796,1,683,7908,1511,8736
1022,72,30185.605204692278,0.22881144078574522,1,103,7364,3654,10915
1023,70,59645.26377253755,0.038583770741790556,1,237,5706,5337,10806
1024,20,32367.906576412628,0.07755332875089252,0,19,0,0,-19
1025,54,22918.373513975992,0.22396536446213283,1,858,5314,2725,7181
1026,25,27021.900978511316,0.2014795530905715,0,64,0,0,-64
1027,37,29816.44773937788,0.08195376029905356,1,343,8095,1881,9633
1028,63,23719.98311708614,0.010837184324635202,1,756,9681,2742,11667
1029,41,37041.939772314654,0.41654524090916967,0,15,0,0,-15
1030,65,21877.506729467423,0.32108511096470777,1,400,5720,4280,9600
1031,45,46517.54274708229,0.09341258061220031,1,757,5371,2197,6811
1032,23,23487.122355696854,0.11815478198785172,0,2,0,0,-2
1033,37,28336.479678321673,0.0748467793783894,1,171,6306,1876,8011
1034,39,20007.202478851388,0.23456835625096922,1,404,6025,1741,7362
1035,53,21023.1669761891,0.10004501881086059,0,34,0,0,-34
1036,46,33099.0039880137,0.06731803589257741,1,1234,5956,5467,10189
1037,19,22692.306371535422,0.30799092220555796,0,43,0,0,-43
1038,31,63283.23682022942,0.08250482528176567,1,208,7001,1684,8477
1039,37,21765.421217966497,0.06804166381799953,1,637,5485,1881,6729
1040,49,30617.604937703447,0.01611484816916713,1,1098,7579,1454,7935
1041,39,20156.23225090779,0.02881818016172865,1,905,13516,2092,14703
1042,69,20733.252799037957,0.0018474321308840742,1,873,6276,1476,6879
1043,24,21611.996964443642,0.23557195623496466,1,541,9406,2123,10988
1044,25,21248.384759311724,0.005007635230006818,1,739,6795,1588,7644
1045,35,23371.119112052238,0.07407546631764925,1,151,18757,1652,20258
1046,30,23857.346459539443,0.02359543606922637,1,183,23365,1676,24858
1047,24,25469.76042472674,0.21453630152322783,1,312,6182,1691,7561
1048,68,20079.142817632328,0.08521231928762471,1,350,5973,2621,8244
1049,29,42859.46695612188,0.006886310711504457,1,476,9379,2150,11053
1050,20,40632.41781281703,0.030509730494824236,1,349,6008,1947,7606
1051,30,22120.621229741064,0.2938758411263478,0,3,0,0,-3
1052,75,20668.140550615324,0.09503317991953177,1,236,14875,1624,16263
1053,74,30337.2000054927,0.018931149626765172,1,370,6743,1598,7971
1054,54,21351.288662432988,0.00047023827428600075,1,302,5828,1525,7051
1055,37,25185.00854840204,0.02693627865163698,0,64,0,0,-64
1056,58,22299.650666508056,0.041996416865010676,1,1641,6033,2413,6805
1057,28,20001.016957698837,0.029708294340811077,0,112,0,0,-112
1058,24,22481.77488356313,0.0032227765142992327,1,147,5446,1841,7140
1059,59,21306.99870245061,0.04854466015383456,1,715,9527,1453,10265
1060,44,20473.872098276883,0.15720028448458004,0,61,0,0,-61
1061,25,20977.743614666335,0.043345372990391456,1,683,6003,2261,7581
1062,23,26287.575332609213,0.11406465236906495,1,562,6676,1896,8010
1063,54,28630.1144308286,0.07839359735758454,1,555,16342,1445,17232
1064,27,39261.0067242985,0.024553884460710336,1,286,7680,2123,9517
1065,48,22530.306901295226,0.12097604824493564,1,38,7055,1593,8610
1066,56,23227.468535930606,0.08893208673150495,1,344,10337,2097,12090
1067,20,45894.055479532915,0.044441160643574174,1,84,7771,1503,9190
1068,18,20346.23766518773,0.10450405672542569,1,741,6377,1754,7390
1069,60,20580.991792054494,0.17117336809136308,0,91,0,0,-91
1070,28,24642.16857418124,0.0667946962325528,1,52,7275,1802,9025
1071,30,20151.651112578445,0.004729199646643166,1,177,7355,1625,8803
1072,27,27558.997826047053,0.31517415143552224,0,51,0,0,-51
1073,21,29855.012041050486,0.11580967699608699,0,120,0,0,-120
1074,43,40161.94273136966,0.030217379772268935,1,532,12674,1555,13697
1075,26,44911.917972865805,0.02379864958044,1,2069,6015,1782,5728
1076,21,28009.69377822214,0.07134377914887308,0,111,0,0,-111
1077,25,42627.515433219596,0.14446392796344407,1,559,5371,1571,6383
1078,49,28868.56407732735,0.08397836653381566,1,207,5477,1585,6855
1079,64,53709.315155961005,0.02355179994546936,1,1361,6879,1914,7432
1080,61,22931.77114346769,0.009252316989621142,1,212,5312,1899,6999
1081,52,31552.683800068637,0.060169836104535086,1,201,5493,1540,6832
1082,20,23466.463795607677,0.25146233325779743,0,65,0,0,-65
1083,21,29624.257950713447,0.20056161575176656,1,392,24332,2538,26478
1084,20,59166.816671943016,0.03703398893723691,1,442,33801,1528,34887
1085,70,25092.858751768978,0.3542016905319015,1,1379,6936,2862,8419
1086,33,23377.43096127774,0.00439941714650531,0,3,0,0,-3
1087,32,44163.56605545599,0.010299269065420577,1,1227,7439,1897,8109
1088,27,23203.89991310668,0.05502073278933296,0,42,0,0,-42
1089,35,34455.717368681406,0.09058897245241071,1,840,5679,2594,7433
1090,64,23479.589569159776,0.16345438278852387,1,88,5323,3508,8743
1091,29,26279.543364614034,0.05145205471148402,1,830,6221,1618,7009
1092,24,62746.69512350553,0.3029732134433284,1,182,17522,2455,19795
1093,41,21762.685655615078,0.06287761623514569,1,258,7623,1460,8825
1094,29,31390.850588105615,0.011584783516272172,1,507,13191,1508,14192
1095,24,34133.76830307499,0.23813309682109188,1,1133,14541,1746,15154
1096,55,23935.365570690738,0.06971044469833759,1,188,29015,1884,30711
1097,55,29579.055094668172,0.03838191819331103,1,971,8171,1920,9120
1098,51,55299.230928735,0.04390638286145272,1,738,5756,6626,11644
1099,23,20797.479847678736,0.13904973653637567,1,123,21592,2070,23539
1100,21,36255.52280893607,0.041188528037790766,1,641,6323,1475,7157
1101,40,25512.93332785394,0.11308831956107505,1,83,8733,1908,10558
1102,31,23819.64720853365,0.045158156537813715,1,1959,15743,2986,16770
1103,42,20153.77932463834,0.33354356153397247,1,884,5478,2068,6662
1104,19,32541.711859377225,0.037522414906095355,1,25,8696,1636,10307
1105,74,20541.639268915405,0.2845158946541905,1,273,7078,1775,8580
1106,26,23093.69299469109,0.21351375041466986,1,918,27487,1894,28463
1107,48,25283.82539974918,0.3923800032470667,0,30,0,0,-30
1108,35,20624.229938426488,0.06635523439631143,1,455,5342,5417,10304
1109,33,33602.65793809502,0.006564048076952295,1,590,5881,2404,7695
1110,59,29623.90360335065,0.22539288412042952,1,783,8542,1565,9324
1111,43,37587.16081159426,0.050000879427206685,1,100,17498,1853,19251
1112,60,31445.45780006251,0.02690078085732792,1,305,12948,3689,16332
1113,22,43539.20968865844,0.16641588047718736,1,858,9630,1646,10418
1114,54,20148.00614347818,0.2883654683408395,0,89,0,0,-89
1115,31,27352.59646150336,0.12186544886173359,1,353,13301,1451,14399
1116,20,22237.932279125624,0.08200146489617662,1,995,9433,2550,10988
1117,23,26319.184940432595,0.06327747267890879,1,1930,6901,2056,7027
1118,18,97054.72790843944,0.024575872277397146,1,423,5412,1492,6481
1119,35,21164.422059548808,0.08805206739728566,1,580,7172,1626,8218
1120,71,23350.09788368844,0.1988431474935979,0,44,0,0,-44
1121,20,24117.89593649799,0.22202319675066629,0,123,0,0,-123
1122,66,22035.256830750845,0.0429299433702507,1,1016,18563,2248,19795
