ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1047,0,0,96,0,-96
1048,1,1,164,1345,1181
1049,0,0,19,0,-19
1050,1,1,2021,1377,-644
1051,0,0,44,0,-44
1052,0,0,12,0,-12
1053,1,1,556,1371,815
1054,0,0,38,0,-38
1055,0,0,46,0,-46
1056,0,0,14,0,-14
1057,0,0,75,0,-75
1058,1,0,62,0,-62
1059,0,0,120,0,-120
1060,0,0,57,0,-57
1061,0,0,51,0,-51
1062,0,0,3,0,-3
1063,0,0,97,0,-97
1064,0,0,24,0,-24
1065,0,0,31,0,-31
1066,1,0,13,0,-13
1067,1,0,52,0,-52
1068,0,0,102,0,-102
1069,1,0,134,0,-134
1070,1,1,370,1499,1129
1071,1,1,74,1626,1552
1072,1,1,1328,1986,658
1073,1,1,398,2331,1933
1074,1,1,178,1428,1250
1075,1,0,43,0,-43
1076,1,0,90,0,-90
1077,0,0,0,0,0
1078,1,0,14,0,-14
1079,0,0,3,0,-3
1080,1,0,5,0,-5
1081,1,1,48,1638,1590
1082,0,0,34,0,-34
1083,1,1,435,1576,1141
1084,0,0,5,0,-5
1085,0,0,64,0,-64
1086,0,0,163,0,-163
1087,0,0,104,0,-104
1088,1,1,603,1327,724
1089,1,0,61,0,-61
1090,0,0,21,0,-21
1091,0,0,72,0,-72
1092,1,0,13,0,-13
1093,0,0,62,0,-62
1094,1,0,2,0,-2
1095,1,0,15,0,-15
1096,1,1,201,1384,1183
1097,1,0,84,0,-84
1098,0,0,91,0,-91
1099,1,0,105,0,-105
1100,1,0,9,0,-9
1101,0,0,11,0,-11
1102,1,0,40,0,-40
1103,0,0,10,0,-10
1104,1,0,26,0,-26
1105,0,0,3,0,-3
1106,1,0,4,0,-4
1107,1,0,6,0,-6
1108,1,0,5,0,-5
1109,1,0,11,0,-11
1110,0,0,51,0,-51
1111,1,1,766,1529,763
1112,1,0,48,0,-48
1113,1,1,81,1498,1417
1114,0,0,51,0,-51
1115,0,0,1,0,-1
1116,1,0,6,0,-6
1117,0,0,36,0,-36
1118,0,0,10,0,-10
1119,1,1,638,3658,3020
1120,0,0,170,0,-170
1121,1,1,232,1569,1337
1122,0,0,23,0,-23
1123,1,0,39,0,-39
1124,0,0,50,0,-50
1125,0,0,41,0,-41
1126,0,0,148,0,-148
1127,1,0,26,0,-26
1128,1,0,105,0,-105
1129,0,0,28,0,-28
1130,0,0,5,0,-5
1131,1,1,447,1251,804
1132,1,1,144,1311,1167
1133,0,0,4,0,-4
1134,1,0,9,0,-9
1135,1,0,68,0,-68
1136,0,0,17,0,-17
1137,1,1,264,1399,1135
1138,0,0,0,0,0
1139,1,1,409,1365,956
1140,1,1,1370,1545,175
1141,0,0,30,0,-30
1142,0,0,7,0,-7
1143,0,0,63,0,-63
1144,1,1,238,1407,1169
1145,0,0,376,0,-376
1146,0,0,36,0,-36
1147,1,1,1053,1468,415
1148,0,0,49,0,-49
1149,1,1,173,1288,1115
1150,1,1,160,1986,1826
1151,1,0,19,0,-19
1152,0,0,44,0,-44
1153,1,1,151,1352,1201
1154,1,1,156,1452,1296
1155,0,0,13,0,-13
1156,1,1,168,1379,1211
1157,0,0,10,0,-10
1158,0,0,30,0,-30
1159,0,0,157,0,-157
1160,0,0,81,0,-81
1161,0,0,29,0,-29
1162,1,1,307,1352,1045
1163,1,0,13,0,-13
1164,0,0,22,0,-22
1165,0,0,72,0,-72
1166,0,0,1,0,-1
1167,0,0,108,0,-108
1168,0,0,47,0,-47
1169,0,0,31,0,-31
1170,1,1,948,2729,1781
1171,1,0,9,0,-9
1172,0,0,12,0,-12
1173,0,0,95,0,-95
1174,0,0,0,0,0
1175,1,1,1151,1496,345
1176,1,0,11,0,-11
1177,1,0,31,0,-31
1178,1,0,30,0,-30
1179,1,0,1,0,-1
1180,0,0,15,0,-15
1181,1,0,32,0,-32
1182,0,0,28,0,-28
1183,0,0,21,0,-21
1184,1,1,399,1586,1187
1185,1,1,445,1286,841
1186,1,1,1554,2168,614
1187,1,1,206,1429,1223
1188,1,1,328,1711,1383
1189,1,0,11,0,-11
1190,0,0,9,0,-9
1191,1,0,4,0,-4
1192,0,0,22,0,-22
1193,1,1,568,1906,1338
1194,1,1,119,1393,1274
1195,1,1,415,1260,845
1196,1,0,8,0,-8
1197,0,0,22,0,-22
1198,0,0,2,0,-2
1199,1,0,52,0,-52
1200,1,1,380,1456,1076
1201,0,0,0,0,0
1202,1,0,99,0,-99
1203,0,0,3,0,-3
1204,0,0,18,0,-18
1205,0,0,76,0,-76
1206,1,1,140,2303,2163
1207,1,1,132,1248,1116
1208,0,0,44,0,-44
1209,1,0,43,0,-43
1210,1,0,18,0,-18
1211,0,0,69,0,-69
1212,0,0,53,0,-53
1213,1,1,81,1381,1300
1214,1,0,207,0,-207
1215,1,0,228,0,-228
1216,0,0,85,0,-85
1217,1,1,1160,1320,160
1218,1,0,10,0,-10
1219,1,0,52,0,-52
1220,1,0,51,0,-51
1221,1,0,15,0,-15
1222,0,0,61,0,-61
1223,1,0,218,0,-218
1224,1,1,1177,1536,359
1225,1,1,836,1408,572
1226,1,0,105,0,-105
1227,0,0,72,0,-72
1228,0,0,0,0,0
1229,0,0,108,0,-108
1230,1,1,940,1395,455
1231,0,0,47,0,-47
1232,0,0,34,0,-34
1233,1,0,89,0,-89
1234,1,1,590,1374,784
1235,1,0,49,0,-49
1236,1,0,92,0,-92
1237,1,1,1165,2625,1460
1238,1,0,52,0,-52
1239,1,1,283,1289,1006
1240,1,1,311,1864,1553
1241,0,0,24,0,-24
1242,1,1,1359,1303,-56
1243,0,0,44,0,-44
1244,1,0,61,0,-61
1245,1,1,164,1307,1143
1246,0,0,9,0,-9
1247,1,0,55,0,-55
1248,1,1,211,1919,1708
1249,1,1,408,2191,1783
1250,1,0,5,0,-5
1251,1,0,6,0,-6
1252,0,0,28,0,-28
1253,1,0,63,0,-63
1254,1,0,32,0,-32
1255,0,0,201,0,-201
1256,1,1,173,1776,1603
1257,0,0,2,0,-2
1258,0,0,3,0,-3
1259,0,0,45,0,-45
1260,1,1,240,1733,1493
1261,0,0,124,0,-124
1262,1,1,1169,2622,1453
1263,0,0,36,0,-36
1264,0,0,10,0,-10
1265,0,0,40,0,-40
1266,0,0,28,0,-28
1267,1,1,255,1499,1244
1268,1,1,2085,1533,-552
1269,1,0,55,0,-55
1270,0,0,6,0,-6
1271,1,0,22,0,-22
1272,1,0,22,0,-22
1273,0,0,42,0,-42
1274,1,1,404,1441,1037
1275,1,1,660,1295,635
1276,1,1,285,1382,1097
1277,0,0,84,0,-84
1278,1,1,233,1636,1403
1279,0,0,2,0,-2
1280,0,0,4,0,-4
1281,1,1,316,1452,1136
1282,0,0,43,0,-43
1283,1,0,77,0,-77
1284,1,0,33,0,-33
1285,1,1,98,1284,1186
1286,1,0,39,0,-39
1287,1,0,3,0,-3
1288,0,0,22,0,-22
1289,1,0,7,0,-7
1290,0,0,96,0,-96
1291,1,0,28,0,-28
1292,1,1,1901,1594,-307
1293,0,0,41,0,-41
1294,0,0,9,0,-9
1295,1,0,75,0,-75
1296,1,1,545,1450,905
1297,1,0,3,0,-3
1298,1,0,72,0,-72
1299,1,1,656,1560,904
1300,1,1,1960,1246,-714
1301,1,0,155,0,-155
1302,0,0,11,0,-11
1303,0,0,25,0,-25
1304,0,0,9,0,-9
1305,1,0,19,0,-19
1306,1,1,878,1506,628
1307,1,1,741,1285,544
1308,1,1,174,1462,1288
1309,1,1,842,1367,525
1310,0,0,23,0,-23
1311,0,0,13,0,-13
1312,0,0,43,0,-43
1313,0,0,16,0,-16
1314,0,0,0,0,0
1315,0,0,57,0,-57
1316,1,1,59,2338,2279
1317,1,1,1606,2530,924
1318,0,0,111,0,-111
1319,0,0,16,0,-16
1320,1,1,691,1300,609
1321,0,0,37,0,-37
1322,1,0,4,0,-4
1323,1,0,3,0,-3
1324,0,0,69,0,-69
1325,1,0,25,0,-25
1326,1,0,26,0,-26
1327,1,1,206,1408,1202
1328,1,1,423,1448,1025
1329,0,0,67,0,-67
1330,0,0,147,0,-147
1331,1,1,402,3189,2787
1332,1,1,587,1258,671
1333,1,1,281,1523,1242
1334,1,0,2,0,-2
1335,0,0,45,0,-45
1336,0,0,86,0,-86
1337,1,0,37,0,-37
1338,1,0,0,0,0
1339,0,0,11,0,-11
1340,0,0,45,0,-45
1341,0,0,19,0,-19
1342,1,0,34,0,-34
1343,1,0,29,0,-29
1344,1,1,199,1294,1095
1345,1,1,145,1459,1314
1346,1,1,180,1350,1170
1347,0,0,65,0,-65
1348,0,0,150,0,-150
1349,0,0,137,0,-137
1350,0,0,132,0,-132
1351,1,0,84,0,-84
1352,1,1,598,1679,1081
1353,0,0,67,0,-67
1354,1,1,191,1691,1500
1355,1,1,446,1670,1224
1356,1,1,113,1558,1445
1357,1,0,52,0,-52
1358,0,0,23,0,-23
1359,0,0,17,0,-17
1360,1,0,5,0,-5
1361,0,0,55,0,-55
1362,1,1,2121,1340,-781
1363,1,0,264,0,-264
1364,1,0,15,0,-15
1365,1,0,3,0,-3
1366,0,0,23,0,-23
1367,1,1,90,1711,1621
1368,1,0,19,0,-19
1369,1,0,150,0,-150
1370,0,0,83,0,-83
1371,1,1,724,1407,683
1372,1,0,258,0,-258
1373,0,0,152,0,-152
1374,0,0,46,0,-46
1375,1,1,231,1257,1026
1376,0,0,53,0,-53
1377,1,1,218,1533,1315
1378,1,0,18,0,-18
1379,0,0,54,0,-54
1380,1,1,1564,1552,-12
1381,0,0,12,0,-12
1382,0,0,3,0,-3
1383,0,0,276,0,-276
1384,1,1,293,1575,1282
1385,1,0,11,0,-11
1386,0,0,59,0,-59
1387,1,0,28,0,-28
1388,1,1,307,1280,973
1389,0,0,20,0,-20
1390,0,0,74,0,-74
1391,1,0,8,0,-8
1392,1,1,115,1313,1198
1393,0,0,73,0,-73
1394,1,0,19,0,-19
1395,1,0,95,0,-95
1396,1,1,466,1235,769
1397,0,0,49,0,-49
1398,0,0,10,0,-10
1399,0,0,40,0,-40
1400,0,0,95,0,-95
1401,0,0,47,0,-47
1402,0,0,40,0,-40
1403,1,0,8,0,-8
1404,0,0,2,0,-2
1405,1,0,9,0,-9
1406,1,0,65,0,-65
1407,0,0,3,0,-3
1408,1,1,2341,2135,-206
1409,1,1,1904,1380,-524
1410,1,1,212,1951,1739
1411,0,0,10,0,-10
1412,0,0,80,0,-80
1413,1,1,855,1470,615
1414,0,0,7,0,-7
1415,1,1,260,1482,1222
1416,1,0,145,0,-145
1417,0,0,20,0,-20
1418,1,1,285,1364,1079
1419,1,0,20,0,-20
1420,0,0,64,0,-64
1421,1,1,264,1367,1103
1422,0,0,127,0,-127
1423,0,0,48,0,-48
1424,0,0,110,0,-110
1425,1,1,319,2618,2299
1426,1,0,6,0,-6
1427,1,0,12,0,-12
1428,0,0,3,0,-3
1429,1,0,15,0,-15
1430,1,1,1044,1614,570
1431,0,0,41,0,-41
1432,0,0,23,0,-23
1433,0,0,69,0,-69
1434,1,0,2,0,-2
1435,0,0,79,0,-79
1436,1,1,406,1320,914
1437,0,0,19,0,-19
1438,0,0,10,0,-10
1439,1,0,119,0,-119
1440,1,1,266,1282,1016
1441,0,0,29,0,-29
1442,1,1,68,1242,1174
1443,1,1,370,1568,1198
1444,1,1,666,1524,858
1445,1,0,14,0,-14
1446,1,0,12,0,-12
1447,1,1,45,1346,1301
1448,1,0,22,0,-22
1449,1,0,129,0,-129
1450,1,0,160,0,-160
1451,1,0,3,0,-3
1452,0,0,4,0,-4
1453,1,0,2,0,-2
1454,0,0,12,0,-12
1455,0,0,14,0,-14
1456,1,1,76,1423,1347
1457,1,1,929,1298,369
1458,0,0,44,0,-44
1459,1,0,55,0,-55
1460,1,0,45,0,-45
1461,1,1,1308,1368,60
1462,1,0,9,0,-9
1463,1,0,9,0,-9
1464,1,0,30,0,-30
1465,0,0,17,0,-17
1466,1,1,20,1318,1298
1467,0,0,119,0,-119
1468,1,1,290,1656,1366
1469,1,0,8,0,-8
1470,1,0,6,0,-6
1471,0,0,28,0,-28
1472,1,1,222,1240,1018
1473,1,0,27,0,-27
1474,1,0,11,0,-11
1475,1,0,37,0,-37
1476,0,0,34,0,-34
1477,1,0,2,0,-2
1478,0,0,4,0,-4
1479,0,0,22,0,-22
1480,1,0,5,0,-5
1481,0,0,182,0,-182
1482,1,0,2,0,-2
1483,1,1,1265,1247,-18
1484,0,0,11,0,-11
1485,1,0,30,0,-30
1486,1,0,54,0,-54
1487,0,0,76,0,-76
1488,1,0,16,0,-16
1489,1,0,54,0,-54
1490,1,0,3,0,-3
1491,1,0,86,0,-86
1492,1,0,71,0,-71
1493,1,0,31,0,-31
1494,1,1,408,1337,929
1495,1,0,54,0,-54
1496,0,0,12,0,-12
1497,1,0,63,0,-63
1498,1,0,67,0,-67
1499,1,0,35,0,-35
1500,1,1,183,1402,1219
1501,0,0,78,0,-78
1502,1,1,69,1253,1184
1503,0,0,10,0,-10
1504,0,0,53,0,-53
1505,1,0,26,0,-26
1506,1,0,88,0,-88
1507,1,0,51,0,-51
1508,1,0,55,0,-55
1509,1,0,33,0,-33
1510,0,0,112,0,-112
1511,1,0,28,0,-28
1512,1,1,1717,1528,-189
1513,1,1,135,2061,1926
1514,0,0,65,0,-65
1515,1,0,83,0,-83
1516,1,1,703,1595,892
1517,0,0,42,0,-42
1518,1,1,324,1516,1192
1519,1,1,866,1329,463
1520,0,0,34,0,-34
1521,0,0,44,0,-44
1522,1,1,265,1238,973
1523,0,0,31,0,-31
1524,0,0,14,0,-14
1525,1,0,42,0,-42
1526,0,0,32,0,-32
1527,1,1,217,1744,1527
1528,1,1,92,1330,1238
1529,1,1,822,1455,633
1530,0,0,6,0,-6
1531,0,0,18,0,-18
1532,1,1,162,1607,1445
1533,1,1,320,1508,1188
1534,1,0,54,0,-54
1535,1,0,151,0,-151
1536,1,0,14,0,-14
1537,0,0,31,0,-31
1538,0,0,66,0,-66
1539,1,1,284,1538,1254
1540,1,1,387,1427,1040
1541,1,0,28,0,-28
1542,0,0,53,0,-53
1543,0,0,10,0,-10
1544,1,0,9,0,-9
1545,1,1,560,1282,722
1546,1,0,68,0,-68
1547,1,0,2,0,-2
1548,0,0,21,0,-21
1549,1,1,614,2082,1468
1550,1,0,16,0,-16
1551,1,0,27,0,-27
1552,1,0,44,0,-44
1553,1,1,65,1262,1197
1554,0,0,53,0,-53
1555,1,1,234,2831,2597
1556,1,0,168,0,-168
1557,1,0,41,0,-41
1558,1,1,1011,1706,695
1559,0,0,37,0,-37
1560,1,0,18,0,-18
1561,1,0,19,0,-19
1562,1,1,430,1471,1041
1563,1,1,576,1247,671
1564,0,0,42,0,-42
1565,1,0,110,0,-110
1566,1,1,272,2671,2399
1567,1,1,704,1279,575
1568,1,1,164,1328,1164
1569,1,0,15,0,-15
1570,0,0,25,0,-25
1571,1,0,11,0,-11
1572,1,0,104,0,-104
1573,1,1,398,1629,1231
1574,0,0,85,0,-85
1575,0,0,85,0,-85
1576,1,1,207,1407,1200
1577,0,0,9,0,-9
1578,1,0,11,0,-11
1579,0,0,94,0,-94
1580,1,0,20,0,-20
1581,1,0,58,0,-58
1582,0,0,90,0,-90
1583,1,1,436,1672,1236
1584,1,1,1672,3747,2075
1585,1,1,449,1242,793
1586,0,0,18,0,-18
1587,0,0,28,0,-28
1588,1,0,5,0,-5
1589,1,1,790,1237,447
1590,0,0,1,0,-1
1591,0,0,50,0,-50
1592,1,1,39,1736,1697
1593,1,0,38,0,-38
1594,1,0,24,0,-24
1595,1,0,165,0,-165
1596,1,1,521,2011,1490
1597,1,1,256,1759,1503
1598,0,0,30,0,-30
1599,0,0,39,0,-39
1600,1,0,94,0,-94
1601,1,0,42,0,-42
1602,1,1,187,1248,1061
1603,1,1,1251,1665,414
1604,0,0,15,0,-15
1605,1,0,25,0,-25
1606,1,1,744,2166,1422
1607,1,0,64,0,-64
1608,0,0,37,0,-37
1609,0,0,5,0,-5
1610,0,0,101,0,-101
1611,0,0,58,0,-58
1612,0,0,1,0,-1
1613,0,0,103,0,-103
1614,1,0,14,0,-14
1615,1,0,15,0,-15
1616,1,0,83,0,-83
1617,0,0,31,0,-31
1618,1,0,82,0,-82
1619,1,0,87,0,-87
1620,1,0,146,0,-146
1621,0,0,23,0,-23
1622,0,0,101,0,-101
1623,0,0,33,0,-33
1624,1,1,316,1265,949
1625,1,1,1230,1513,283
1626,1,0,13,0,-13
1627,1,0,4,0,-4
1628,0,0,21,0,-21
1629,0,0,93,0,-93
1630,0,0,0,0,0
1631,1,0,540,0,-540
1632,1,0,3,0,-3
1633,0,0,1,0,-1
1634,1,1,415,2010,1595
1635,0,0,47,0,-47
1636,0,0,51,0,-51
1637,1,1,237,2022,1785
1638,1,0,27,0,-27
1639,0,0,314,0,-314
1640,0,0,132,0,-132
1641,1,0,3,0,-3
1642,1,0,24,0,-24
1643,0,0,70,0,-70
1644,0,0,88,0,-88
1645,1,0,33,0,-33
1646,1,1,949,1402,453
1647,1,0,91,0,-91
1648,0,0,2,0,-2
1649,0,0,149,0,-149
1650,0,0,13,0,-13
1651,0,0,113,0,-113
1652,0,0,45,0,-45
1653,1,1,1087,1649,562
1654,1,0,60,0,-60
1655,1,1,799,1364,565
1656,0,0,75,0,-75
1657,1,0,76,0,-76
1658,1,0,77,0,-77
1659,0,0,13,0,-13
1660,0,0,76,0,-76
1661,1,0,14,0,-14
1662,0,0,14,0,-14
1663,1,1,819,4749,3930
1664,0,0,347,0,-347
1665,1,1,1610,1589,-21
1666,1,0,45,0,-45
1667,1,1,542,1759,1217
1668,1,1,378,1472,1094
1669,1,1,430,2248,1818
1670,0,0,198,0,-198
1671,1,1,45,1261,1216
1672,0,0,0,0,0
1673,0,0,4,0,-4
1674,0,0,38,0,-38
1675,1,1,66,1369,1303
1676,0,0,5,0,-5
1677,1,0,15,0,-15
1678,1,0,128,0,-128
1679,1,1,126,3543,3417
1680,1,0,42,0,-42
1681,1,0,8,0,-8
1682,1,1,55,2427,2372
1683,1,0,42,0,-42
1684,1,1,448,1740,1292
1685,0,0,13,0,-13
1686,1,1,612,1744,1132
1687,1,0,19,0,-19
1688,1,0,12,0,-12
1689,0,0,5,0,-5
1690,1,1,130,1456,1326
1691,1,1,996,3062,2066
1692,0,0,35,0,-35
1693,0,0,56,0,-56
1694,1,1,322,1605,1283
1695,1,0,42,0,-42
1696,1,0,14,0,-14
1697,1,1,212,1417,1205
1698,0,0,50,0,-50
1699,1,0,7,0,-7
1700,1,0,166,0,-166
1701,1,1,252,1845,1593
1702,0,0,15,0,-15
1703,1,0,15,0,-15
1704,1,0,33,0,-33
1705,1,0,110,0,-110
1706,0,0,86,0,-86
1707,1,0,68,0,-68
1708,0,0,124,0,-124
1709,0,0,1,0,-1
1710,1,1,376,1720,1344
1711,1,1,98,1981,1883
1712,1,1,325,1456,1131
1713,1,1,700,1658,958
1714,1,1,302,1244,942
1715,1,0,13,0,-13
1716,0,0,33,0,-33
1717,1,1,355,1318,963
1718,0,0,54,0,-54
1719,1,0,78,0,-78
1720,1,0,5,0,-5
1721,0,0,20,0,-20
1722,1,1,854,1445,591
1723,1,0,30,0,-30
1724,0,0,78,0,-78
1725,0,0,64,0,-64
1726,0,0,28,0,-28
1727,1,0,13,0,-13
1728,0,0,14,0,-14
1729,1,0,37,0,-37
1730,1,0,15,0,-15
1731,1,1,749,1474,725
1732,0,0,148,0,-148
1733,1,1,766,1423,657
1734,0,0,62,0,-62
1735,1,1,551,1352,801
1736,0,0,41,0,-41
1737,0,0,21,0,-21
1738,1,1,1544,1357,-187
1739,0,0,36,0,-36
1740,1,0,32,0,-32
1741,0,0,21,0,-21
1742,1,1,569,1269,700
1743,0,0,109,0,-109
1744,1,1,3586,1276,-2310
1745,0,0,76,0,-76
1746,0,0,173,0,-173
1747,0,0,1,0,-1
1748,1,1,795,1582,787
1749,0,0,50,0,-50
1750,0,0,30,0,-30
1751,1,1,340,1253,913
1752,0,0,35,0,-35
1753,0,0,6,0,-6
1754,0,0,23,0,-23
1755,0,0,0,0,0
1756,1,1,1474,2066,592
1757,1,1,493,2914,2421
1758,1,0,21,0,-21
1759,0,0,41,0,-41
1760,1,0,27,0,-27
1761,0,0,112,0,-112
1762,0,0,21,0,-21
1763,0,0,27,0,-27
1764,0,0,7,0,-7
1765,1,0,212,0,-212
1766,0,0,72,0,-72
1767,1,1,578,1596,1018
1768,0,0,105,0,-105
1769,1,0,21,0,-21
1770,0,0,7,0,-7
1771,1,0,18,0,-18
1772,1,1,68,1647,1579
1773,1,0,28,0,-28
1774,0,0,85,0,-85
1775,0,0,41,0,-41
1776,1,0,31,0,-31
1777,1,0,83,0,-83
1778,0,0,79,0,-79
1779,0,0,19,0,-19
1780,0,0,41,0,-41
1781,0,0,4,0,-4
1782,1,1,93,1373,1280
1783,1,1,1175,1353,178
1784,1,1,375,2057,1682
1785,1,0,26,0,-26
1786,1,0,10,0,-10
1787,1,1,255,1632,1377
1788,0,0,69,0,-69
1789,1,0,18,0,-18
1790,1,0,8,0,-8
1791,0,0,108,0,-108
1792,1,1,277,1862,1585
1793,1,1,78,1264,1186
1794,1,0,49,0,-49
1795,1,1,308,1327,1019
1796,1,1,608,1491,883
1797,1,0,42,0,-42
1798,1,1,1084,1584,500
1799,1,0,16,0,-16
1800,1,0,217,0,-217
1801,0,0,3,0,-3
1802,1,1,81,3683,3602
1803,0,0,21,0,-21
1804,1,1,209,1421,1212
1805,1,1,224,1470,1246
1806,0,0,21,0,-21
1807,0,0,31,0,-31
1808,0,0,117,0,-117
1809,1,1,790,1410,620
1810,0,0,8,0,-8
1811,0,0,33,0,-33
1812,1,1,153,1551,1398
1813,1,0,53,0,-53
1814,0,0,15,0,-15
1815,0,0,72,0,-72
1816,1,0,7,0,-7
1817,1,1,1047,1686,639
1818,1,0,55,0,-55
1819,1,1,223,1537,1314
1820,1,0,5,0,-5
1821,1,0,153,0,-153
1822,1,1,413,1383,970
1823,1,0,21,0,-21
1824,0,0,144,0,-144
1825,0,0,65,0,-65
1826,0,0,24,0,-24
1827,1,0,36,0,-36
1828,0,0,24,0,-24
1829,1,0,26,0,-26
1830,0,0,10,0,-10
1831,1,1,537,1951,1414
1832,0,0,0,0,0
1833,0,0,25,0,-25
1834,0,0,1,0,-1
1835,1,1,414,1688,1274
1836,1,1,1314,1278,-36
1837,0,0,111,0,-111
1838,0,0,11,0,-11
1839,1,1,1915,2641,726
1840,1,0,90,0,-90
1841,0,0,163,0,-163
1842,0,0,121,0,-121
1843,1,1,87,1347,1260
1844,0,0,26,0,-26
1845,1,1,1036,1754,718
1846,0,0,197,0,-197
1847,0,0,29,0,-29
1848,0,0,41,0,-41
1849,1,0,47,0,-47
1850,0,0,19,0,-19
1851,0,0,9,0,-9
1852,1,0,4,0,-4
1853,1,0,42,0,-42
1854,1,1,1337,1799,462
1855,0,0,10,0,-10
1856,1,1,520,1406,886
1857,1,0,230,0,-230
1858,1,1,922,3711,2789
1859,0,0,48,0,-48
1860,1,0,7,0,-7
1861,0,0,1,0,-1
1862,1,1,1366,2576,1210
1863,1,1,494,1799,1305
1864,1,0,19,0,-19
1865,1,1,481,3029,2548
1866,0,0,30,0,-30
1867,1,0,17,0,-17
1868,1,1,480,2457,1977
1869,1,0,60,0,-60
1870,0,0,19,0,-19
1871,1,0,165,0,-165
1872,1,1,286,1489,1203
1873,1,0,39,0,-39
1874,0,0,35,0,-35
1875,0,0,120,0,-120
1876,1,0,3,0,-3
1877,1,0,54,0,-54
1878,1,1,116,1401,1285
1879,0,0,160,0,-160
1880,0,0,28,0,-28
1881,1,1,346,1810,1464
1882,0,0,91,0,-91
1883,1,0,49,0,-49
1884,1,1,49,1388,1339
1885,1,1,251,1322,1071
1886,0,0,75,0,-75
1887,1,1,140,1510,1370
1888,0,0,87,0,-87
1889,1,1,1242,1535,293
1890,1,0,8,0,-8
1891,0,0,110,0,-110
1892,1,1,723,1740,1017
1893,1,0,4,0,-4
1894,0,0,11,0,-11
1895,1,0,16,0,-16
1896,1,1,397,1273,876
1897,1,0,91,0,-91
1898,1,1,354,1405,1051
1899,1,1,504,1894,1390
1900,1,1,163,1372,1209
1901,1,1,751,1354,603
1902,0,0,170,0,-170
1903,1,0,31,0,-31
1904,0,0,47,0,-47
1905,0,0,69,0,-69
1906,1,1,2430,1432,-998
1907,1,1,193,1538,1345
1908,1,1,498,1960,1462
1909,1,0,22,0,-22
1910,0,0,8,0,-8
1911,1,1,1026,1469,443
1912,0,0,137,0,-137
1913,1,0,51,0,-51
1914,0,0,21,0,-21
1915,0,0,8,0,-8
1916,0,0,15,0,-15
1917,1,0,28,0,-28
1918,1,0,25,0,-25
1919,1,0,3,0,-3
1920,0,0,5,0,-5
1921,1,0,22,0,-22
1922,1,0,72,0,-72
1923,1,1,951,1898,947
1924,1,1,208,1581,1373
1925,1,1,261,1297,1036
1926,1,0,1,0,-1
1927,1,1,134,2204,2070
1928,0,0,26,0,-26
1929,1,1,144,2190,2046
1930,1,1,1949,1361,-588
1931,1,1,433,1799,1366
1932,1,1,344,1635,1291
1933,1,0,6,0,-6
1934,1,1,21,3007,2986
1935,0,0,13,0,-13
1936,1,1,86,1382,1296
1937,1,1,520,2590,2070
1938,1,1,45,1794,1749
1939,1,1,591,1449,858
1940,1,1,225,1541,1316
1941,0,0,105,0,-105
1942,1,0,13,0,-13
1943,1,1,171,1805,1634
1944,1,1,546,1453,907
1945,1,1,1350,1575,225
1946,0,0,14,0,-14
1947,0,0,4,0,-4
1948,0,0,23,0,-23
1949,1,1,2109,2649,540
1950,0,0,6,0,-6
1951,1,0,44,0,-44
1952,1,1,2002,1597,-405
1953,1,0,2,0,-2
1954,0,0,76,0,-76
1955,0,0,29,0,-29
1956,1,1,697,1511,814
1957,0,0,47,0,-47
1958,0,0,5,0,-5
1959,0,0,26,0,-26
1960,0,0,67,0,-67
1961,1,0,62,0,-62
1962,0,0,95,0,-95
1963,1,1,58,1746,1688
1964,1,1,251,2127,1876
1965,1,1,315,1707,1392
1966,1,0,88,0,-88
1967,1,1,688,1274,586
1968,0,0,10,0,-10
1969,1,0,38,0,-38
1970,1,0,41,0,-41
1971,0,0,83,0,-83
1972,0,0,72,0,-72
1973,1,0,21,0,-21
1974,0,0,5,0,-5
1975,1,0,134,0,-134
1976,0,0,19,0,-19
1977,0,0,90,0,-90
1978,1,0,2,0,-2
1979,1,0,14,0,-14
1980,0,0,30,0,-30
1981,1,0,100,0,-100
1982,0,0,23,0,-23
1983,1,0,35,0,-35
1984,1,1,709,1578,869
1985,1,0,165,0,-165
1986,1,1,84,1347,1263
1987,0,0,41,0,-41
1988,0,0,72,0,-72
1989,1,0,136,0,-136
1990,1,0,25,0,-25
1991,1,1,852,1252,400
1992,1,0,84,0,-84
1993,1,0,38,0,-38
1994,0,0,15,0,-15
1995,0,0,60,0,-60
1996,1,1,142,1505,1363
1997,1,0,178,0,-178
1998,0,0,47,0,-47
1999,1,1,484,1262,778
2000,1,0,106,0,-106
2001,1,1,32,1406,1374
2002,0,0,67,0,-67
2003,0,0,66,0,-66
2004,1,1,1602,1321,-281
2005,0,0,21,0,-21
2006,0,0,10,0,-10
2007,1,1,447,1328,881
2008,1,0,32,0,-32
2009,1,1,658,1245,587
2010,0,0,88,0,-88
2011,1,1,958,1290,332
2012,0,0,30,0,-30
2013,0,0,137,0,-137
2014,1,1,714,1363,649
2015,1,0,3,0,-3
2016,0,0,19,0,-19
2017,1,1,1875,2247,372
2018,1,0,40,0,-40
2019,1,1,230,1452,1222
2020,1,0,4,0,-4
2021,1,0,43,0,-43
2022,1,0,25,0,-25
2023,0,0,25,0,-25
2024,1,0,20,0,-20
2025,0,0,31,0,-31
2026,0,0,71,0,-71
2027,1,1,251,2082,1831
