ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1051,1,0,74,0,-74
1052,1,1,502,1213,711
1053,0,0,25,0,-25
1054,1,0,47,0,-47
1055,0,0,4,0,-4
1056,0,0,47,0,-47
1057,1,1,408,1720,1312
1058,1,0,25,0,-25
1059,1,1,177,1371,1194
1060,0,0,2,0,-2
1061,1,1,228,1626,1398
1062,1,1,684,1221,537
1063,1,1,868,2037,1169
1064,0,0,2,0,-2
1065,0,0,29,0,-29
1066,1,1,657,1406,749
1067,0,0,73,0,-73
1068,0,0,72,0,-72
1069,1,0,103,0,-103
1070,0,0,67,0,-67
1071,0,0,37,0,-37
1072,1,0,77,0,-77
1073,1,1,285,1656,1371
1074,0,0,33,0,-33
1075,0,0,56,0,-56
1076,0,0,11,0,-11
1077,0,0,77,0,-77
1078,1,0,91,0,-91
1079,1,1,345,1252,907
1080,0,0,12,0,-12
1081,0,0,6,0,-6
1082,1,0,3,0,-3
1083,0,0,140,0,-140
1084,0,0,5,0,-5
1085,1,1,239,1727,1488
1086,0,0,44,0,-44
1087,1,1,731,1272,541
1088,0,0,10,0,-10
1089,1,1,88,1309,1221
1090,0,0,9,0,-9
1091,1,0,43,0,-43
1092,0,0,16,0,-16
1093,1,0,27,0,-27
1094,0,0,15,0,-15
1095,1,1,511,1561,1050
1096,1,0,7,0,-7
1097,1,1,368,1264,896
1098,1,0,23,0,-23
1099,1,0,18,0,-18
1100,1,0,114,0,-114
1101,0,0,92,0,-92
1102,0,0,100,0,-100
1103,0,0,56,0,-56
1104,0,0,81,0,-81
1105,1,1,329,1341,1012
1106,1,1,1230,1238,8
1107,1,1,192,1357,1165
1108,1,1,174,1246,1072
1109,0,0,24,0,-24
1110,1,0,93,0,-93
1111,1,0,8,0,-8
1112,1,0,107,0,-107
1113,1,0,10,0,-10
1114,1,1,254,2280,2026
1115,1,0,84,0,-84
1116,1,1,62,2191,2129
1117,1,1,113,1724,1611
1118,1,1,717,1323,606
1119,0,0,2,0,-2
1120,1,1,123,1341,1218
1121,0,0,39,0,-39
1122,0,0,17,0,-17
1123,1,1,296,1316,1020
1124,1,0,74,0,-74
1125,1,0,68,0,-68
1126,1,0,62,0,-62
1127,1,0,63,0,-63
1128,0,0,30,0,-30
1129,1,1,425,1419,994
1130,1,0,25,0,-25
1131,1,1,97,1697,1600
1132,0,0,55,0,-55
1133,1,0,76,0,-76
1134,1,0,30,0,-30
1135,0,0,117,0,-117
1136,0,0,21,0,-21
1137,0,0,8,0,-8
1138,1,1,72,2420,2348
1139,1,1,785,1474,689
1140,0,0,68,0,-68
1141,1,1,653,1229,576
1142,1,1,365,1420,1055
1143,1,1,130,1790,1660
1144,1,1,286,2035,1749
1145,1,0,1,0,-1
1146,1,0,83,0,-83
1147,0,0,37,0,-37
1148,1,0,12,0,-12
1149,1,1,338,1311,973
1150,1,0,51,0,-51
1151,1,1,237,1247,1010
1152,0,0,48,0,-48
1153,0,0,212,0,-212
1154,1,1,235,1227,992
1155,0,0,8,0,-8
1156,0,0,12,0,-12
1157,1,1,930,1333,403
1158,1,1,696,1474,778
1159,0,0,2,0,-2
1160,1,0,192,0,-192
1161,0,0,247,0,-247
1162,0,0,11,0,-11
1163,0,0,61,0,-61
1164,1,1,1988,2539,551
1165,0,0,8,0,-8
1166,1,1,97,1254,1157
1167,0,0,12,0,-12
1168,1,0,119,0,-119
1169,1,1,45,1225,1180
1170,0,0,19,0,-19
1171,1,1,1441,1244,-197
1172,1,0,49,0,-49
1173,1,1,1041,1308,267
1174,0,0,17,0,-17
1175,0,0,12,0,-12
1176,1,1,278,1310,1032
1177,1,0,38,0,-38
1178,0,0,64,0,-64
1179,1,0,20,0,-20
1180,1,0,267,0,-267
1181,1,1,198,1466,1268
1182,0,0,30,0,-30
1183,1,0,14,0,-14
1184,1,1,116,1489,1373
1185,1,1,647,2222,1575
1186,1,0,57,0,-57
1187,1,1,135,1494,1359
1188,1,0,22,0,-22
1189,1,1,296,1201,905
1190,1,1,755,2010,1255
1191,1,0,5,0,-5
1192,0,0,103,0,-103
1193,1,1,395,3372,2977
1194,0,0,23,0,-23
1195,0,0,21,0,-21
1196,1,1,51,2315,2264
1197,1,1,40,1266,1226
1198,1,0,1,0,-1
1199,1,0,52,0,-52
1200,1,1,755,1455,700
1201,1,0,46,0,-46
1202,1,0,26,0,-26
1203,1,0,50,0,-50
1204,0,0,22,0,-22
1205,1,0,153,0,-153
1206,1,1,112,1253,1141
1207,0,0,73,0,-73
1208,0,0,118,0,-118
1209,1,1,199,2960,2761
1210,0,0,59,0,-59
1211,1,0,110,0,-110
1212,1,1,192,2214,2022
1213,1,1,160,1590,1430
1214,0,0,150,0,-150
1215,1,0,20,0,-20
1216,1,1,646,1288,642
1217,1,1,1143,2110,967
1218,1,0,5,0,-5
1219,1,1,3116,1238,-1878
1220,1,0,56,0,-56
1221,1,1,684,1293,609
1222,0,0,1,0,-1
1223,1,0,127,0,-127
1224,0,0,102,0,-102
1225,1,1,2718,1513,-1205
1226,1,1,1452,1209,-243
1227,1,0,2,0,-2
1228,1,1,317,1210,893
1229,0,0,38,0,-38
1230,0,0,10,0,-10
1231,0,0,7,0,-7
1232,0,0,66,0,-66
1233,0,0,36,0,-36
1234,0,0,68,0,-68
1235,1,0,51,0,-51
1236,1,1,1410,1857,447
1237,0,0,125,0,-125
1238,0,0,134,0,-134
1239,0,0,56,0,-56
1240,1,1,569,2267,1698
1241,1,1,1268,1274,6
1242,0,0,179,0,-179
1243,1,0,10,0,-10
1244,1,0,94,0,-94
1245,1,0,7,0,-7
1246,1,0,11,0,-11
1247,1,1,585,3249,2664
1248,1,1,411,1599,1188
1249,1,1,606,1759,1153
1250,1,1,93,1338,1245
1251,1,1,567,1426,859
1252,1,1,35,1292,1257
1253,1,1,414,2645,2231
1254,0,0,12,0,-12
1255,0,0,25,0,-25
1256,1,1,290,1462,1172
1257,1,1,112,1703,1591
1258,0,0,116,0,-116
1259,0,0,84,0,-84
1260,1,0,56,0,-56
1261,1,1,491,1574,1083
1262,0,0,8,0,-8
1263,1,0,26,0,-26
1264,1,1,631,2160,1529
1265,0,0,144,0,-144
1266,1,1,160,1305,1145
1267,1,1,878,1651,773
1268,0,0,4,0,-4
1269,1,0,2,0,-2
1270,0,0,37,0,-37
1271,0,0,15,0,-15
1272,1,0,11,0,-11
1273,1,0,105,0,-105
1274,0,0,15,0,-15
1275,0,0,15,0,-15
1276,0,0,40,0,-40
1277,1,0,86,0,-86
1278,1,0,55,0,-55
1279,0,0,259,0,-259
1280,1,0,105,0,-105
1281,0,0,61,0,-61
1282,0,0,2,0,-2
1283,1,1,165,1346,1181
1284,1,1,346,1441,1095
1285,0,0,8,0,-8
1286,1,0,54,0,-54
1287,1,0,77,0,-77
1288,1,1,483,1660,1177
1289,1,1,817,1333,516
1290,1,0,8,0,-8
1291,1,0,33,0,-33
1292,1,1,1218,1707,489
1293,0,0,65,0,-65
1294,0,0,8,0,-8
1295,1,0,67,0,-67
1296,1,1,346,1407,1061
1297,1,1,540,2433,1893
1298,0,0,7,0,-7
1299,1,0,95,0,-95
1300,1,0,143,0,-143
1301,1,0,37,0,-37
1302,1,1,227,1528,1301
1303,1,1,62,2497,2435
1304,0,0,316,0,-316
1305,1,0,138,0,-138
1306,1,0,16,0,-16
1307,0,0,41,0,-41
1308,1,1,165,1629,1464
1309,0,0,70,0,-70
1310,0,0,33,0,-33
1311,0,0,66,0,-66
1312,0,0,17,0,-17
1313,1,0,30,0,-30
1314,1,0,1,0,-1
1315,1,1,225,1376,1151
1316,1,1,128,1367,1239
1317,1,0,143,0,-143
1318,0,0,41,0,-41
1319,1,0,27,0,-27
1320,0,0,42,0,-42
1321,1,1,942,1356,414
1322,1,1,271,1438,1167
1323,0,0,39,0,-39
1324,0,0,7,0,-7
1325,1,1,302,1356,1054
1326,1,0,10,0,-10
1327,1,1,103,1588,1485
1328,1,0,6,0,-6
1329,1,1,100,2281,2181
1330,0,0,6,0,-6
1331,1,0,8,0,-8
1332,1,1,449,1527,1078
1333,1,0,61,0,-61
1334,0,0,24,0,-24
1335,0,0,15,0,-15
1336,0,0,26,0,-26
1337,0,0,87,0,-87
1338,1,0,58,0,-58
1339,1,0,60,0,-60
1340,0,0,39,0,-39
1341,1,1,1107,1803,696
1342,1,1,597,2366,1769
1343,1,1,554,1463,909
1344,0,0,126,0,-126
1345,1,0,6,0,-6
1346,1,1,763,1205,442
1347,1,1,197,1217,1020
1348,1,0,89,0,-89
1349,0,0,41,0,-41
1350,0,0,7,0,-7
1351,0,0,20,0,-20
1352,1,0,116,0,-116
1353,1,0,57,0,-57
1354,1,0,0,0,0
1355,0,0,0,0,0
1356,1,1,209,1941,1732
1357,0,0,50,0,-50
1358,0,0,75,0,-75
1359,0,0,59,0,-59
1360,1,1,692,1533,841
1361,1,0,52,0,-52
1362,1,1,445,1530,1085
1363,1,1,927,1302,375
1364,1,1,375,1254,879
1365,1,1,88,1314,1226
1366,1,0,147,0,-147
1367,1,0,17,0,-17
1368,0,0,39,0,-39
1369,1,0,23,0,-23
1370,1,0,34,0,-34
1371,1,0,73,0,-73
1372,1,1,654,1655,1001
1373,1,0,66,0,-66
1374,1,0,22,0,-22
1375,1,1,112,1498,1386
1376,1,0,0,0,0
1377,1,0,16,0,-16
1378,1,0,21,0,-21
1379,0,0,145,0,-145
1380,1,0,14,0,-14
1381,0,0,36,0,-36
1382,0,0,76,0,-76
1383,1,1,1471,1466,-5
1384,1,1,1491,1203,-288
1385,1,0,34,0,-34
1386,1,0,112,0,-112
1387,1,0,223,0,-223
1388,1,1,319,1436,1117
1389,0,0,38,0,-38
1390,1,0,51,0,-51
1391,1,1,1401,2628,1227
1392,1,1,335,1785,1450
1393,0,0,10,0,-10
1394,1,0,82,0,-82
1395,1,1,200,1593,1393
1396,1,1,609,1227,618
1397,1,1,332,1613,1281
1398,0,0,58,0,-58
1399,1,0,33,0,-33
1400,0,0,6,0,-6
1401,0,0,32,0,-32
1402,1,1,68,1292,1224
1403,1,1,165,1273,1108
1404,1,1,529,1497,968
1405,1,1,243,1275,1032
1406,1,0,382,0,-382
1407,1,0,1,0,-1
1408,1,1,502,1541,1039
1409,1,0,24,0,-24
1410,0,0,60,0,-60
1411,1,0,39,0,-39
1412,1,0,32,0,-32
1413,1,0,47,0,-47
1414,1,0,126,0,-126
1415,0,0,9,0,-9
1416,1,0,1,0,-1
1417,0,0,16,0,-16
1418,0,0,36,0,-36
1419,0,0,9,0,-9
1420,0,0,30,0,-30
1421,1,1,179,1288,1109
1422,1,0,1,0,-1
1423,1,0,67,0,-67
1424,1,0,47,0,-47
1425,0,0,96,0,-96
1426,1,1,455,1977,1522
1427,1,0,14,0,-14
1428,1,0,22,0,-22
1429,0,0,207,0,-207
1430,0,0,68,0,-68
1431,1,0,53,0,-53
1432,0,0,33,0,-33
1433,1,0,51,0,-51
1434,0,0,115,0,-115
1435,0,0,12,0,-12
1436,0,0,29,0,-29
1437,0,0,43,0,-43
1438,1,1,67,1387,1320
1439,0,0,9,0,-9
1440,1,1,528,1360,832
1441,1,1,356,1378,1022
1442,0,0,35,0,-35
1443,1,0,23,0,-23
1444,1,0,20,0,-20
1445,0,0,3,0,-3
1446,0,0,116,0,-116
1447,0,0,8,0,-8
1448,1,0,7,0,-7
1449,0,0,134,0,-134
1450,1,0,33,0,-33
1451,0,0,57,0,-57
1452,0,0,48,0,-48
1453,1,1,1835,1285,-550
1454,0,0,11,0,-11
1455,1,0,87,0,-87
1456,1,1,266,1305,1039
1457,0,0,59,0,-59
1458,0,0,2,0,-2
1459,0,0,46,0,-46
1460,0,0,12,0,-12
1461,1,0,81,0,-81
1462,0,0,4,0,-4
1463,1,0,43,0,-43
1464,1,0,1,0,-1
1465,1,0,41,0,-41
1466,0,0,150,0,-150
1467,0,0,3,0,-3
1468,1,0,56,0,-56
1469,0,0,23,0,-23
1470,1,0,44,0,-44
1471,1,1,237,1570,1333
1472,0,0,12,0,-12
1473,1,1,336,2231,1895
1474,0,0,40,0,-40
1475,1,0,36,0,-36
1476,0,0,15,0,-15
1477,0,0,0,0,0
1478,0,0,2,0,-2
1479,1,0,91,0,-91
1480,0,0,7,0,-7
1481,1,0,50,0,-50
1482,0,0,19,0,-19
1483,0,0,39,0,-39
1484,1,0,100,0,-100
1485,1,0,8,0,-8
1486,0,0,80,0,-80
1487,1,1,424,2294,1870
1488,0,0,93,0,-93
1489,1,0,21,0,-21
1490,1,0,12,0,-12
1491,0,0,46,0,-46
1492,1,1,103,1639,1536
1493,0,0,13,0,-13
1494,1,1,225,2971,2746
1495,0,0,94,0,-94
1496,1,1,1568,1237,-331
1497,1,1,783,1332,549
1498,1,0,16,0,-16
1499,0,0,55,0,-55
1500,1,0,7,0,-7
1501,1,1,460,2747,2287
1502,1,0,23,0,-23
1503,1,1,304,2407,2103
1504,0,0,40,0,-40
1505,0,0,20,0,-20
1506,1,0,16,0,-16
1507,0,0,48,0,-48
1508,1,0,22,0,-22
1509,1,0,45,0,-45
1510,1,1,312,1379,1067
1511,0,0,24,0,-24
1512,1,1,574,1340,766
1513,1,1,1613,1267,-346
1514,0,0,57,0,-57
1515,0,0,35,0,-35
1516,1,1,257,1831,1574
1517,1,0,52,0,-52
1518,1,1,70,1308,1238
1519,0,0,19,0,-19
1520,1,0,92,0,-92
1521,1,1,753,1311,558
1522,1,0,19,0,-19
1523,1,1,2751,1251,-1500
1524,1,0,12,0,-12
1525,0,0,25,0,-25
1526,1,1,262,1266,1004
1527,1,0,86,0,-86
1528,1,0,41,0,-41
1529,0,0,47,0,-47
1530,1,0,33,0,-33
1531,1,0,123,0,-123
1532,1,0,117,0,-117
1533,0,0,74,0,-74
1534,1,1,41,1243,1202
1535,1,1,785,1746,961
1536,0,0,10,0,-10
1537,0,0,37,0,-37
1538,1,1,787,1592,805
1539,0,0,47,0,-47
1540,0,0,7,0,-7
1541,1,0,39,0,-39
1542,1,0,49,0,-49
1543,0,0,30,0,-30
1544,1,1,3119,1225,-1894
1545,0,0,60,0,-60
1546,0,0,3,0,-3
1547,1,1,301,1347,1046
1548,0,0,30,0,-30
1549,1,1,395,1485,1090
1550,0,0,6,0,-6
1551,1,1,1613,1247,-366
1552,0,0,15,0,-15
1553,0,0,37,0,-37
1554,1,1,466,1556,1090
1555,1,0,24,0,-24
1556,0,0,1,0,-1
1557,1,0,16,0,-16
1558,1,1,775,1207,432
1559,0,0,1,0,-1
1560,0,0,6,0,-6
1561,0,0,121,0,-121
1562,0,0,67,0,-67
1563,0,0,4,0,-4
1564,1,1,267,1246,979
1565,0,0,53,0,-53
1566,1,1,947,1607,660
1567,0,0,28,0,-28
1568,0,0,29,0,-29
1569,1,0,20,0,-20
1570,1,0,2,0,-2
1571,1,1,550,1307,757
1572,0,0,14,0,-14
1573,0,0,18,0,-18
1574,0,0,105,0,-105
1575,1,0,3,0,-3
1576,1,0,130,0,-130
1577,0,0,60,0,-60
1578,0,0,31,0,-31
1579,0,0,7,0,-7
1580,1,0,28,0,-28
1581,1,1,774,1278,504
1582,1,1,254,1582,1328
1583,1,0,30,0,-30
1584,1,0,3,0,-3
1585,1,0,21,0,-21
1586,1,1,594,1264,670
1587,0,0,48,0,-48
1588,1,0,7,0,-7
1589,1,1,349,2345,1996
1590,1,0,30,0,-30
1591,1,0,0,0,0
1592,1,1,181,2215,2034
1593,1,0,42,0,-42
1594,1,1,970,1485,515
1595,1,0,155,0,-155
1596,1,1,122,1652,1530
1597,1,1,1097,2510,1413
1598,1,0,26,0,-26
1599,1,1,61,1560,1499
1600,0,0,121,0,-121
1601,1,1,914,1349,435
1602,1,0,47,0,-47
1603,0,0,44,0,-44
1604,0,0,111,0,-111
1605,1,1,145,1527,1382
1606,1,0,5,0,-5
1607,1,0,60,0,-60
1608,1,0,5,0,-5
1609,1,0,36,0,-36
1610,1,1,691,2451,1760
1611,0,0,92,0,-92
1612,1,0,30,0,-30
1613,1,0,45,0,-45
1614,1,0,50,0,-50
1615,0,0,61,0,-61
1616,1,0,0,0,0
1617,0,0,3,0,-3
1618,1,0,36,0,-36
1619,1,1,660,1426,766
1620,0,0,0,0,0
1621,1,1,809,1305,496
1622,0,0,150,0,-150
1623,1,0,51,0,-51
1624,1,1,367,1517,1150
1625,1,0,97,0,-97
1626,1,0,71,0,-71
1627,0,0,7,0,-7
1628,1,1,80,1272,1192
1629,0,0,198,0,-198
1630,0,0,8,0,-8
1631,1,1,131,1256,1125
1632,0,0,219,0,-219
1633,1,0,114,0,-114
1634,1,0,12,0,-12
1635,1,1,601,2709,2108
1636,0,0,81,0,-81
1637,1,0,60,0,-60
1638,1,0,52,0,-52
1639,1,0,66,0,-66
1640,1,0,80,0,-80
1641,1,0,48,0,-48
1642,1,0,61,0,-61
1643,1,0,2,0,-2
1644,1,1,430,1271,841
1645,1,0,81,0,-81
1646,1,0,20,0,-20
1647,0,0,96,0,-96
1648,1,0,50,0,-50
1649,0,0,40,0,-40
1650,0,0,74,0,-74
1651,1,0,6,0,-6
1652,1,1,393,1254,861
1653,1,0,92,0,-92
1654,0,0,5,0,-5
1655,0,0,53,0,-53
1656,1,1,241,1444,1203
1657,1,1,95,1226,1131
1658,0,0,48,0,-48
1659,1,1,35,1265,1230
1660,1,1,1278,1382,104
1661,0,0,26,0,-26
1662,0,0,28,0,-28
1663,1,1,404,1261,857
1664,1,1,321,1591,1270
1665,1,1,179,2189,2010
1666,1,0,25,0,-25
1667,1,1,804,1217,413
1668,0,0,133,0,-133
1669,0,0,19,0,-19
1670,0,0,4,0,-4
1671,1,1,545,1810,1265
1672,0,0,0,0,0
1673,0,0,26,0,-26
1674,1,1,77,1335,1258
1675,1,1,339,1377,1038
1676,1,1,731,1294,563
1677,1,0,35,0,-35
1678,0,0,38,0,-38
1679,1,0,25,0,-25
1680,0,0,45,0,-45
1681,0,0,122,0,-122
1682,0,0,21,0,-21
1683,0,0,43,0,-43
1684,1,0,66,0,-66
1685,0,0,62,0,-62
1686,1,0,73,0,-73
1687,1,1,238,1840,1602
1688,1,1,635,1587,952
1689,0,0,22,0,-22
1690,1,0,43,0,-43
1691,1,0,19,0,-19
1692,1,1,1017,1233,216
1693,1,1,649,1257,608
1694,1,0,103,0,-103
1695,0,0,34,0,-34
1696,1,1,2095,1694,-401
1697,1,0,26,0,-26
1698,1,1,43,1663,1620
1699,1,0,117,0,-117
1700,0,0,40,0,-40
1701,0,0,12,0,-12
1702,1,0,12,0,-12
1703,1,0,278,0,-278
1704,1,1,401,2047,1646
1705,0,0,36,0,-36
1706,0,0,349,0,-349
1707,1,1,877,1871,994
1708,1,0,5,0,-5
1709,0,0,20,0,-20
1710,0,0,26,0,-26
1711,1,1,64,1552,1488
1712,0,0,76,0,-76
1713,1,0,64,0,-64
1714,0,0,43,0,-43
1715,0,0,99,0,-99
1716,0,0,139,0,-139
1717,1,1,294,1385,1091
1718,1,1,577,2055,1478
1719,1,1,285,2691,2406
1720,1,1,91,2175,2084
1721,0,0,22,0,-22
1722,1,0,83,0,-83
1723,1,1,965,1302,337
1724,1,0,1,0,-1
1725,0,0,1,0,-1
1726,0,0,113,0,-113
1727,1,1,437,1291,854
1728,0,0,125,0,-125
1729,1,0,5,0,-5
1730,0,0,1,0,-1
1731,0,0,24,0,-24
1732,1,0,5,0,-5
1733,1,1,890,1295,405
1734,0,0,182,0,-182
1735,0,0,2,0,-2
1736,1,1,368,1247,879
1737,1,0,77,0,-77
1738,1,0,17,0,-17
1739,1,0,67,0,-67
1740,1,1,314,1202,888
1741,0,0,7,0,-7
1742,1,1,658,1794,1136
1743,1,1,541,1447,906
1744,1,0,5,0,-5
1745,0,0,45,0,-45
1746,1,1,539,1277,738
1747,1,0,0,0,0
1748,0,0,9,0,-9
1749,0,0,2,0,-2
1750,0,0,88,0,-88
1751,1,0,130,0,-130
1752,1,0,15,0,-15
1753,1,1,370,1297,927
1754,1,1,552,1270,718
1755,1,1,810,2253,1443
1756,0,0,12,0,-12
1757,0,0,13,0,-13
1758,1,1,49,1339,1290
1759,1,0,33,0,-33
1760,1,1,1523,3479,1956
1761,1,0,184,0,-184
1762,1,1,183,1350,1167
1763,1,0,26,0,-26
1764,1,0,90,0,-90
1765,0,0,0,0,0
1766,1,1,359,1492,1133
1767,0,0,12,0,-12
1768,0,0,10,0,-10
1769,1,1,278,1660,1382
1770,1,1,573,2426,1853
1771,1,0,0,0,0
1772,0,0,29,0,-29
1773,1,0,11,0,-11
1774,1,0,34,0,-34
1775,1,1,71,1430,1359
1776,0,0,18,0,-18
1777,0,0,34,0,-34
1778,1,1,370,1303,933
1779,1,0,43,0,-43
1780,1,0,9,0,-9
1781,1,1,1045,1528,483
1782,1,0,178,0,-178
1783,0,0,25,0,-25
1784,1,0,40,0,-40
1785,1,1,2016,1455,-561
1786,1,0,14,0,-14
1787,0,0,70,0,-70
1788,0,0,28,0,-28
1789,1,0,25,0,-25
1790,1,1,501,1514,1013
1791,0,0,29,0,-29
1792,1,1,1311,1492,181
1793,0,0,104,0,-104
1794,1,0,109,0,-109
1795,1,1,227,1236,1009
1796,1,1,236,1261,1025
1797,1,0,5,0,-5
1798,1,1,443,1691,1248
1799,0,0,28,0,-28
1800,1,1,1760,1568,-192
1801,1,1,256,1462,1206
1802,1,0,4,0,-4
1803,0,0,145,0,-145
1804,1,0,4,0,-4
1805,1,0,144,0,-144
1806,1,0,6,0,-6
1807,1,1,222,1321,1099
1808,1,0,5,0,-5
1809,1,0,6,0,-6
1810,0,0,26,0,-26
1811,1,1,232,1201,969
1812,0,0,15,0,-15
1813,0,0,20,0,-20
1814,1,1,36,1359,1323
1815,0,0,148,0,-148
1816,1,1,217,1482,1265
1817,0,0,61,0,-61
1818,1,0,88,0,-88
1819,0,0,294,0,-294
1820,0,0,44,0,-44
1821,1,1,723,2641,1918
1822,1,1,333,1599,1266
1823,0,0,47,0,-47
1824,1,1,93,1248,1155
1825,1,1,469,1233,764
1826,0,0,59,0,-59
1827,0,0,15,0,-15
1828,0,0,12,0,-12
1829,1,1,330,2525,2195
1830,0,0,164,0,-164
1831,1,1,276,1296,1020
1832,0,0,95,0,-95
1833,0,0,118,0,-118
1834,1,1,706,2002,1296
1835,0,0,19,0,-19
1836,1,0,134,0,-134
1837,1,0,42,0,-42
1838,0,0,8,0,-8
1839,1,0,9,0,-9
1840,0,0,78,0,-78
1841,0,0,11,0,-11
1842,1,1,387,1315,928
1843,1,0,8,0,-8
1844,1,1,347,2433,2086
1845,0,0,105,0,-105
1846,0,0,36,0,-36
1847,1,0,85,0,-85
1848,1,1,819,1353,534
1849,1,0,26,0,-26
1850,0,0,8,0,-8
1851,0,0,85,0,-85
1852,1,0,46,0,-46
1853,1,0,26,0,-26
1854,0,0,10,0,-10
1855,0,0,6,0,-6
1856,0,0,48,0,-48
1857,1,1,1377,1221,-156
1858,0,0,106,0,-106
1859,1,1,264,1317,1053
1860,1,0,25,0,-25
1861,1,0,32,0,-32
1862,0,0,46,0,-46
1863,0,0,15,0,-15
1864,0,0,38,0,-38
1865,1,1,185,1638,1453
1866,0,0,48,0,-48
1867,0,0,43,0,-43
1868,1,1,490,1238,748
1869,0,0,26,0,-26
1870,1,0,40,0,-40
1871,0,0,140,0,-140
1872,0,0,80,0,-80
1873,0,0,13,0,-13
1874,1,1,662,1445,783
1875,0,0,2,0,-2
1876,1,0,37,0,-37
1877,0,0,59,0,-59
1878,0,0,105,0,-105
1879,1,1,380,1256,876
1880,0,0,23,0,-23
1881,0,0,80,0,-80
1882,0,0,117,0,-117
1883,0,0,52,0,-52
1884,1,0,0,0,0
1885,1,1,367,1842,1475
1886,1,0,5,0,-5
1887,0,0,36,0,-36
1888,1,1,498,1326,828
1889,1,0,145,0,-145
1890,1,0,2,0,-2
1891,0,0,9,0,-9
1892,0,0,9,0,-9
1893,1,0,100,0,-100
1894,1,0,95,0,-95
1895,0,0,61,0,-61
1896,0,0,4,0,-4
1897,0,0,1,0,-1
1898,0,0,10,0,-10
1899,1,1,1407,2652,1245
1900,1,0,205,0,-205
1901,0,0,29,0,-29
1902,0,0,125,0,-125
1903,1,1,407,1249,842
1904,1,1,421,1700,1279
1905,0,0,19,0,-19
1906,1,0,105,0,-105
1907,1,1,110,1269,1159
1908,1,1,41,1407,1366
1909,1,1,305,1277,972
1910,1,1,616,1229,613
1911,1,0,9,0,-9
1912,0,0,49,0,-49
1913,0,0,38,0,-38
1914,0,0,46,0,-46
1915,0,0,99,0,-99
1916,1,1,316,2901,2585
1917,1,0,14,0,-14
1918,1,1,1037,1254,217
1919,1,1,149,1351,1202
1920,1,0,18,0,-18
1921,0,0,31,0,-31
1922,1,0,209,0,-209
1923,1,0,201,0,-201
1924,1,0,54,0,-54
1925,1,1,290,3154,2864
1926,1,0,29,0,-29
1927,1,1,487,1256,769
1928,1,0,40,0,-40
1929,0,0,150,0,-150
1930,0,0,41,0,-41
1931,1,0,7,0,-7
1932,1,0,6,0,-6
1933,0,0,12,0,-12
1934,1,1,42,1372,1330
1935,1,0,87,0,-87
1936,1,1,132,1704,1572
1937,1,1,887,1704,817
1938,1,1,653,2023,1370
1939,1,0,9,0,-9
1940,1,1,484,1332,848
1941,1,0,1,0,-1
1942,0,0,0,0,0
1943,1,1,1005,1362,357
1944,0,0,6,0,-6
1945,0,0,23,0,-23
1946,1,1,609,1223,614
1947,1,0,6,0,-6
1948,0,0,32,0,-32
1949,1,1,1423,2219,796
1950,1,0,31,0,-31
1951,0,0,68,0,-68
1952,0,0,42,0,-42
1953,1,0,120,0,-120
1954,1,0,85,0,-85
1955,1,0,50,0,-50
1956,1,1,53,1553,1500
1957,1,0,67,0,-67
1958,1,0,6,0,-6
1959,1,0,0,0,0
1960,1,1,91,1228,1137
1961,0,0,31,0,-31
1962,1,0,9,0,-9
1963,1,0,59,0,-59
1964,0,0,68,0,-68
1965,1,1,454,1337,883
1966,1,1,377,1477,1100
1967,1,1,2829,1324,-1505
1968,0,0,56,0,-56
1969,1,0,18,0,-18
1970,1,1,184,1420,1236
1971,1,0,66,0,-66
1972,1,1,273,1556,1283
1973,0,0,76,0,-76
1974,0,0,68,0,-68
1975,0,0,1,0,-1
1976,1,1,42,1888,1846
1977,1,0,95,0,-95
1978,0,0,43,0,-43
1979,1,0,3,0,-3
1980,1,1,71,1608,1537
1981,1,0,84,0,-84
1982,0,0,15,0,-15
1983,1,0,45,0,-45
1984,1,1,179,1306,1127
1985,0,0,15,0,-15
1986,0,0,177,0,-177
1987,1,0,30,0,-30
1988,0,0,20,0,-20
1989,1,1,57,1413,1356
1990,0,0,135,0,-135
1991,0,0,6,0,-6
1992,1,1,475,3476,3001
1993,0,0,72,0,-72
1994,1,1,315,1594,1279
1995,1,1,924,2773,1849
1996,1,1,401,1205,804
1997,1,1,29,1227,1198
1998,0,0,51,0,-51
1999,0,0,17,0,-17
2000,1,1,811,1271,460
2001,0,0,1,0,-1
2002,1,0,122,0,-122
2003,1,1,158,1366,1208
2004,0,0,42,0,-42
2005,1,0,220,0,-220
2006,1,0,3,0,-3
2007,0,0,69,0,-69
2008,0,0,171,0,-171
2009,1,1,219,1413,1194
2010,1,1,90,1299,1209
2011,0,0,37,0,-37
2012,1,1,805,2043,1238
2013,1,1,682,1450,768
2014,1,1,32,1705,1673
2015,0,0,38,0,-38
2016,1,0,10,0,-10
2017,1,0,4,0,-4
2018,0,0,6,0,-6
2019,1,0,24,0,-24
2020,0,0,19,0,-19
2021,1,0,37,0,-37
2022,1,1,1205,1301,96
2023,0,0,8,0,-8
2024,1,0,170,0,-170
2025,1,1,131,1387,1256
2026,1,1,216,1806,1590
2027,0,0,9,0,-9
2028,0,0,10,0,-10
2029,1,0,126,0,-126
2030,1,1,709,1250,541
2031,1,0,114,0,-114
